text,true_label_name,predicted_label_name
What is this charge on my account for a cash withdrawl?,cash_withdrawal_charge,extra_charge_on_statement
Why is there an extra charge for money that was withdrawn?,cash_withdrawal_charge,extra_charge_on_statement
Is there a limit on how much I can withdraw from my account without being charged?,cash_withdrawal_charge,top_up_limits
"When I got cash, I'm pretty sure there was a glitch that overcharged me.",cash_withdrawal_charge,wrong_exchange_rate_for_cash_withdrawal
What can I use to verify my identify?,verify_my_identity,why_verify_identity
What is needed to prove my identity?,verify_my_identity,unable_to_verify_identity
What do you need for my identity check?,verify_my_identity,why_verify_identity
I need some help with identity verification.,verify_my_identity,why_verify_identity
How does my identity get verified?,verify_my_identity,unable_to_verify_identity
do the details of my profile have to match my documents,verify_my_identity,edit_personal_details
Is there any way to verify who I am?,verify_my_identity,unable_to_verify_identity
Where do I need to live to get support?,country_support,order_physical_card
Is my country supported,country_support,fiat_currency_support
Where can I find your locations?,country_support,atm_support
Where do you support?,country_support,supported_cards_and_currencies
